id,text,label_hrv,class
1572263535060848641,LaNyalla: Janji Manis Capres Tidak Akan Terwujud Selama  PT 20 % Ada    #hapuspt20 #mk #spiritlanyalla #oligarki #LNM2024 #Pilpres2024,0.0446243695914745,0
1572582017149304832,Jjajajajajajajajajaja te amooo,0.0536331385374069,0
1572414944343199745,i ain’t talkin religion bby but ima god,0.0435770265758037,0
1572546425329950722,"Jajajajajajajajaj, sí.",0.0507417656481266,0
1572285573972525056,munzevi | alice oseman,0.0563650503754615,0
1572489271608745985,Ohh na mabbu lanjakodaka,0.059330079704523,0
1572589391788539905,socorro KKKKKKKKKKKKKKKKKKKKKKKK,0.0402606055140495,0
1572292796761149441,Wizdom180,0.0548729486763477,0
1572322505842655233,"""Pleure ma reus, je m'en blc""",0.0559132695198059,0
1572567422850437122,Thalaiva   #RaviTeja #Dhamaka,0.0492314174771308,0
1572307835152736257,Srci tu kafu I ne seri.,0.0975374430418014,0
1572279125439807495,A pushpalu bro 2of7 kottina fans ne na antundi,0.1059195697307586,0
1572547557880131584,lolipop,0.1028849259018898,0
1572354226982100997,unnie i love you natawa ako,0.102849043905735,0
1572369372705968128,"YAAAA STOOOPPP, ALTO, DETENTE jajajajajajjaj",0.1007208153605461,0
1572546184161685504,otograph515,0.094619445502758,0
1572551478878867462,"Imali smo Yutel za mir u Sarajevu, vrlo masovan skup. Nažalost, videli smo šta je usledilo. Slabo se narod tu šta pita ma koliko da nas je.",0.1037859469652175,"0,5"
1572593693907120128,No sir G,0.0924762114882469,0
1572490628935598082,Ciao Aldo,0.0902451649308204,0
1572428443098415104,ㅤㅤ  Nanti malam masak bebek rica-rica                         ㅤㅤ,0.103030264377594,0
1572458321306853377,Neoneun wendi sinderellaboda yeppeotji Gaseum ttwige mandeun dan han saram neol neukkinikka du nuni bitna,0.2092005461454391,0
1572241267169591303,Svinjski trgovac,0.2083313465118408,1
1572573545095634944,Dolarizou!!!!!!,0.2015114873647689,0
1572589984900677633,Bitci Gateio,0.1974127292633056,0
1572592997258203136,Bitci Gateio,0.1974127292633056,0
1572579092373065728,nice Xinobi,0.2034527212381363,0
1572323169922617346,Watjeeeeee,0.1966341584920883,0
1572588535575891968,Bitci Gateio,0.1974127292633056,0
1572298970382348288,Misliš da bi ti ostala živa???,0.2027652114629745,1
1572420366072709120,"Apartman Sermazi , Zagreb   #Chorvatsko   #Zagreb   Pokoje : 1   Postele : 3   Osoba : 4     #CroatiaFullOfLife #travel #vacation #relax #chorvatsko #volba2021 #byt #dovolena #villa",0.2015507668256759,1
1572285983172792325,Cruzar a Montevideo,0.2946624457836151,0
1572524621043494918,Pleure izuna turk 3eme,0.2950480580329895,0
1572246921691172872,League of Legends - Spirit Blossom Patch 12.19   Spirit Blossom Aphelios  Spirit Blossom Syndra  Spirit Blossom Evelynn  Spirit Blossom Sett  #LeagueOfLegends #RiotGames #PBE,0.3077105581760406,0
1572485489093144576,アーカイブで何度も見よう！ #リリリエラ #lovelive #Liella,0.3000299632549286,0
1572568698501701632,"Zakazan termin u DZ ""Dr M. M. Pavlović"" Inđija u ambulanti Ambulanta Indjija - datum: 22.09.2022 - vreme: 07:40 #zakazi #Indjija",0.3076925277709961,"0,5"
1572553734085046273,tv  Adri bogoshifeng  Tepung terigu,0.2975409924983978,0
1572242949622337536,"Hell No. No Bears, Vikes, No Cowboys, No Broncos.",0.3066376149654388,0
1572558726774820870,#tanka #短歌,0.2948375940322876,0
1572558126242754566,Ljudi su se oduvek radovali ratu. Svi osim onih koji su u ratu ucestvovali,0.3035104274749756,"0,5"
1572357202941296640,Jede mi se nešto gladna sam ko kuče mogla bih sići do Arome ali džabe kad ne znam šta,0.2979090511798858,1
1572585638448496642,Mi novio me odia pt.2,0.3967435359954834,0
1572368304240578560,Ciao Laura,0.4002672135829925,0
1572331922059051015,"Sramotna izjava.. Za ovakve klošarske istupe da bi se čepio nekome, treba sad da dobije nogu u dupe iz #fkcz, a prvi sam bio za to da treba da bude u prvom timu... Da se razumemo, nije problem koga je izabrao, problem je ova kretenska izjava i ismevanje Srbije koja mu je sve dala",0.4038049280643463,1
1572241889834713088,sve je podlozno zezanju je moja deviza...jer se svi oni zezaju sa nama do jaja,0.402989000082016,1
1572454293395099651,Deii  mama same time 3 poster vitrade  #Ajithkumar #AK61,0.3965189456939697,0
1572537123651350535,Pa strašno I štaje rešenje na kraju,0.4027996063232422,1
1572403902565470209,Mike Cookin’?,0.4041763842105865,0
1572542288034926592,"Em besplatan em testira kao blesav, po ceo dan :-).",0.39771369099617,"0,5"
1572538617356234757,#glazersout #GlazersOutNOW,0.395781397819519,0
1572509909471866883,sudah dijamin nih,0.409660279750824,0
1572489967544471552,Taeoma,0.4945698380470276,0
1572495836621185028,Goedemorgen Petronella,0.5068235397338867,0
1572260971325931523,"Tradicionalno su itekako predodređeni - to pokazuje statistika i skorašnja dešavanja. Shvati da je sasvim u redu uvideti greške; a ne samo negirati iste. To je način za poboljšanje. Ne širim mržnju uopšte - Srbiju volim, ali smatram da ima problema u njenoj tradiciji.",0.4972087442874908,"0,5"
1572590646392750082,Pa ona ne zna da piše i da čita. Ko joj sastavlja ove glupe izveštaje?,0.4916081726551056,1
1572296393804632072,Eto da ti je  tu nebi ti trebala manifestovati,0.5029527544975281,"0,5"
1572318694264508418,Seguí participando jajaja jajaja!!!!!!,0.5003717541694641,0
1572281559801004032,"Jedan američki ""jel ja ne volim da doručkujem"" moment",0.4913340210914612,1
1572524584439808002,bengtarrr lagi po jiwa kavi OMGGGGGG,0.5013687014579773,0
1572389983222218753,#lulacagao,0.5010426640510559,0
1572323883986071553,A cura nije ubijena od moralne policije zbog hidžaba...ma dajte kao da je u Iraku ikakva demokracija..,0.494137704372406,1
1572592094098882563,seungmin time,0.6087175011634827,0
1572310569574858752,No problem!!,0.6007210612297058,0
1572288622807912448,"Esli...,ved bez normalnoij misli nebudet pisat,dura,pocemu pishet imeno o rusne,vate į debilam ne poniat",0.6060241460800171,0
1572257322214526977,i love u smmm,0.5993181467056274,0
1572591445290131456,"pa de si Pinkio, nema te nešto?!",0.5965649485588074,1
1572327078363598854,"Blic jesi primetila da ti i ja uvek sve poslednje saznamo na ovoj društvenoj mreži, očigledno smo baš spore, kao da smo daleko bilo iz NS",0.6078082323074341,"0,5"
1572284542983241729,Jebo tebi i kevu i sve po familiji,0.5991435050964355,"0,5"
1572255400032083969,Prica se da su se trans i lezbe dokacili jer trans zele da su i oni zene. Koliko zena ste vidjeli da zele da im pise da su musko i koliko ima muskih da su odrezali kurac. I want data,0.6065109372138977,1
1572399933189242880,Mrs. Tentacles!!!,0.5932469367980957,0
1572563213186920450,cima cima cima,0.6087521314620972,0
1572294679491760128,Ne treba link. Samo im treba JM lopovsku .,0.7026802897453308,1
1572532920186990597,"Znači, očekujete da se čovečanstvo dokotrlja do 2042.",0.6938298344612122,"0,5"
1572568889380474880,a roda do ano: ostara,0.7095993161201477,0
1572319787824422914,"Prastajte, prvi put cujem",0.6954354047775269,0
1572471147152932865,もちもち、love,0.7068739533424377,0
1572592543380180993,Poda mairu,0.6951892971992493,0
1572542450480316416,Obuvamo čizme i idemo nazad  ko preživi pričaće,0.7072415947914124,1
1572556678402572289,Kurčeve zapadne vrednosti!  Sramota neizreciva za porodicu ovoga starog čoveka koji je ktajdočekao bez ljubavi najbližnjih!,0.69920814037323,"0,5"
1572566522115289088,dana to gopay 48k #zonauang,0.6910481452941895,0
1572303637640003586,Ovako je to bilo,0.7047168016433716,1
1572337196706983940,A kamo burek kajmak jogurt i slanina?,0.7949490547180176,1
1572597156850110466,Krajem devedesetih mi se smrzavali u srednjoj školi. Danima u jaknama.,0.8019554018974304,"0,5"
1572321791913365505,Idi leči se zajedno sa Vučićem od laganja! Individualne žene 6%  Sramota koliko lazete!,0.7970300316810608,1
1572435860527661056,Apsolutno i uvijek.,0.7964345216751099,1
1572535511650283520,"Jeste ali na tviteru. U realnom svetu je nešto sasvim drugo. Al ajde, vreme će pokazati.",0.7988541722297668,"0,5"
1572261646575489029,No rodinei sim,0.7969938516616821,0
1572245448974540802,Postavimo realistične crne mačke na pešačkim prelazima bez semafora. Veće su šanse da će se vozači zaustaviti.,0.8092740774154663,"0,5"
1572472658402447360,"Iman ja atomsko sklonište,moš se u mene sakriti.",0.7973812222480774,1
1572516778730987522,"Postoji to i u Rusiji,evo slike. Ukucajte na you tube pa ćete videti. To nije policija,jer,policija ne nosi korbace",0.8010377287864685,"0,5"
1572598547538939905,#BREAKING Džaferović u UN-u: Muslimani i kršćani žive i mogu živjeti zajedno i taj život ima perspektivu,0.7928418517112732,1
1572462261658357760,Probao sam jučer dobiti iskon... znam da nije isti razred al svejedno peče,0.9065919518470764,1
1572325295641731075,Cima cima cima.,0.8955960869789124,0
1572269339038056448,Izazov s TikToka izazvao probleme: Ljudi završavaju u bolnici nakon njega VIDEO,0.9038745164871216,1
1572560232466845696,Mišljenje: Ruska djelomična mobilizacija je priprema za zimski način borbe,0.9040361046791076,1
1572333876122451969,"Hleb sa krompirom je odlican, taj u Maxiju cak i nije kao pravi domaci sa krompirom. Takav hleb zadrzava svezinu duze a ako mislis da se krompir oseca, ne oseca se",0.8943308591842651,"0,5"
1572305079956537344,"Priznajem,nisam toliki poznavatelj političkih prilika kao vi,ali ja na ovom listiću vidim samo jednog hrvatskog kandidata.Ili iz hrvatskog naroda.",0.9015673398971558,1
1572446261143556097,On god,0.8987572193145752,0
1572509491752738816,O majko božja...odustajem jbga...  Nema smisla.,0.906072735786438,1
1572442928928247808,"Nije nam lako, zime duge dosadne, kisurine, nema zabave, sve radi do 4pm. Treba preziveti avet sada. Bez bloka molim.",0.907339334487915,"0,5"
1572527687566262278,"Putin proglasio djelomičnu vojnu mobilizaciju, reagirao i hrvatski predsjednik: “Ovo je užasno opasna situacija”",0.8936101794242859,1
1572345945823625216,Igrao sam se malo sa ženinom pitom...,0.9591745138168336,1
1572553955598823424,Divim se njihovoj hrabrosti.,0.9460343718528748,1
1572347561809448960,kako prepoznati alkoholičara,0.9570416212081908,1
1572246504194342912,i love u,0.9512963891029358,0
1572531617088040963,"*NE pokušavate, pardon.",0.9451646208763124,1
1572330980454678537,na mene se svi ljute zbog ovoga :((,0.9507024884223938,1
1572314162214350849,Ma Cj  je i maloprije pjehe obašla kuću ! 936    jel zbog kuće il ?  Ne dovodi mi je u kuću!  Glavno da je imala krov nad glavom dok joj se sviđalo !  Koja je **936**    vreba          možda me ona odvrati od reda u vatikanu,0.951357126235962,1
1572319646597914626,"Heheheheh, šaljem svim stričevima",0.9477062225341796,1
1572551806340968449,Sve je u pravu!,0.944632887840271,1
1572297472084512768,"Koja je razlika ,unistiti svijet u trenutku ili unistiti svijet ovako kako se unistava desetljecima ?   Takodjer Moskva/London nisu ""svijet"". Ostalo bi svijeta i tko zna. Bez glavnih "" igraca "" mozda bi bio mnogo bolje mjesto za zivot.",0.9455052614212036,1
1572260654488367104,Svašta ćemo mi čuti i doživeti.,0.9900686144828796,1
1572327327320743940,On ili,0.99938303232193,1
1572330994908405760,Tebi i Bog teško može pomoći,0.9994836449623108,1
1572314653551742982,Još jedan plaćenik,0.9962210655212402,1
1572519152211959808,"Profesor upozorio da ne zagrevamo hranu u plastičnim posudama: To je opasno, kaže",0.9916395545005798,"0,5"
1572268850531504134,Kakav sam ja meni fotograf,0.9933064579963684,1
1572266076934635520,Liječi se pacijente,0.9968099594116212,1
1572297409090273280,"Neki će da se mlate, neki nećemo",0.9943834543228148,1
1572425989598384128,Možda bi te snahom zvala,0.9985370635986328,1
1572589694160113668,Što jes' jes' Da ne grešim dušu :),0.9970899224281312,"0,5"
