id,text,label_spa,class
1572532099403612161,ありがとぉ(*´˘`*)♡,0.0557029731571674,0.0
1572352675517431809,"The humiliation, prove my ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM",0.0421781465411186,0.0
1572545122587529216,精神的な疲れが全部吹っ飛んだ,0.0513008125126361,0.0
1572547190467461122,天無……お前……死ぬのか……？,0.0466396920382976,0.0
1572569683479646208,もう情報公開されてるよー trailer見てみてー,0.0417672805488109,0.0
1572536706103971840,Neon Genesis Evangelion: Episode 10 / Frame: 33470,0.0497707985341548,0.0
1572298204972187649,Don Javier Ortega Smith,0.0433388836681842,1.0
1572388767348166658,"""mas se acontecer vc precisa arrumar algo"" kkkkk n me diga",0.0580391213297843,0.0
1572479703520518144,♫VAMPSプレミア歌詞MOBILE.............→,0.0524935685098171,0.0
1572575358599434241,shoelaces cypress 2022-09-21-13h15,0.0436691418290138,0.0
1572251685539430401,ORGULHO....,0.0914100334048271,0.0
1572250425583357957,Aaa noooo eres la vocera del 62 %,0.0911999195814132,1.0
1572563201799360512,あ，怒ってたんですね((,0.0940112546086311,0.0
1572418902319304704,microSHIFT | R8 Drop Bar Shift Lever Set | 2 x 8-Speed | Shimano Compatible [3YCXOXZ],0.1082980409264564,0.0
1572316006663749634,María Antonieta posando,0.0992658957839012,1.0
1572539796148584448,Apoの指輪ヤバいよね？？？？？,0.0977991744875907,0.0
1572318323286614017,Nuevo caso clínico.   | Qbank   |   | Reproductive Pathology,0.0957153216004371,0.5
1572539030050607104,vale alba,0.1098327785730362,1.0
1572359024888401922,graciass sam,0.101725123822689,1.0
1572333706068606976,Sinmas,0.0976118668913841,1.0
1572419526528204800,Da empresa de entretenimento digital Rockstar Games,0.1970991343259811,0.0
1572535294431465472,Obg querido! Bjo no,0.208940252661705,0.0
1572412088517300224,"baepsae, embarrassed, autumn leaves",0.1985111981630325,0.0
1572336619537207297,que subió nessa tf,0.1918979585170745,0.0
1572256727378333696,La porta aporta #cuatroaldia20s,0.1973506361246109,1.0
1572375419499810822,le summum de la ringardise,0.1951028853654861,0.0
1572328023034306561,Marica la dislexia de mika me encanta JSJJAJAJA,0.1933501213788986,1.0
1572275817748602882,esta chaqueta!!!!!!!!!!!!,0.2014191150665283,1.0
1572547479811551236,..... 김영웅 루킹삼진...,0.2003063410520553,0.0
1572552472534880257,bro,0.2034280002117157,0.0
1572558981440360453,Omg une era si triste,0.2943082451820373,1.0
1572378082928893953,omg ya casi,0.2957186698913574,1.0
1572323059767578625,"Michale, seš expert",0.3057704865932464,0.0
1572507213297745920,"Listening to Hugh's podcasts, for example?  (sarc, por supuesto)",0.2926214039325714,0.5
1572520864473845760,Tuesday ......,0.2988658845424652,0.0
1572516402157981696,Justis... Freedom... Life...,0.3069081306457519,0.0
1572258325722529793,de que me perdi,0.296996146440506,1.0
1572572870144065542,Yorgos Lanthimos,0.2988516390323639,0.0
1572399118127071232,doradora_doran おいザコ、消えろ,0.2957733869552612,0.0
1572528474463809537,#VenezuelaProductiva,0.3014734387397766,1.0
1572385704772001793,"Commander Partner Fjordland finaliza la perforación en South Voisey's Bay, Labrador #CommanderResources #Minería #MineríaAlDía #Internacional #Mineria Más info:",0.3997133076190948,1.0
1572566702998814723,amigo m ignoras mis notis,0.3991113305091858,1.0
1572304238947999745,te amo rena me pondré a llorar,0.3904654383659363,1.0
1572323638409580545,desculpa,0.3986677527427673,0.0
1572288386907475968,Perdón!!! FANNY,0.4002192616462707,1.0
1572338191339749382,Que ganas de pegarle un mordisco a ese meneito,0.3941527903079986,1.0
1572360151411073027,siempre lo supe,0.4021452367305755,1.0
1572437272644943872,¿De cuál? A ver.  Eran dos preguntas diferentes . . .,0.3918092548847198,1.0
1572294299584167937,Predicción:  6ix karma y G2,0.4054024815559387,1.0
1572368120798396416,Suena tentador esa propuesta,0.3915702104568481,1.0
1572394575351660544,a queloque rey,0.4903484880924225,1.0
1572357968435511298,Cars es,0.4935757219791412,0.5
1572416737974394885,ke hijos de putaaa Mira kon lo ke lucran,0.507249653339386,1.0
1572579372972011523,"Nah, 7k varos no lo valen.",0.4995710253715515,1.0
1572578924126961669,lloro con su sonrisita,0.4960146248340606,1.0
1572578452993372161,"Sonando desde Miami Fl HENRY SANTOS, Luis Vargas, Henry Santos Jeter, Milton J. Restituyo - Una Mentirita",0.5092474222183228,1.0
1572594384960454656,"Dije Tyff, no le sabes al SAO Abridged :v",0.5062593817710876,1.0
1572464466423590914,#bailavini,0.5031081438064575,1.0
1572312202241249282,y yo a ti mi vida,0.490460067987442,1.0
1572335994942197763,Hermana e teta que usted va a subir aquí,0.5058459639549255,1.0
1572567131115638787,Juajuajua hay que Oena me da !!!!bueno Mote para  alias  EL PENAS....,0.6067707538604736,1.0
1572367450607620097,ayyyy eres de ahí?,0.5991735458374023,1.0
1572339787108843520,q aburrido q está tuiter,0.6093959212303162,1.0
1572441325340868609,Q cosa linda irme a dormir sin tener q poner despertador,0.5905595421791077,1.0
1572394891006689280,#SalarioRosaVePorMas Muchas felicidades Sra. Rocío,0.6062679290771484,1.0
1572407067776004097,Cansada de ser siempre yo la q la reme,0.606719970703125,1.0
1572280971055235072,Y corren gritando. Y lloran gritando. Insoportables como porteños tocando bocina cada media cuadra *misofonía intensifies*,0.5904834866523743,1.0
1572585847740043264,"Tranqui, calambre con calambre se alivia, yo me le encalambro.",0.6027393341064453,1.0
1572426006262349827,"Hay q ser bien pijjja numa con todes , collllllta",0.6002369523048401,1.0
1572342508113338370,y3b3 y 3 no den,0.6027703881263733,1.0
1572331830908710912,No u &lt;3,0.6939567923545837,0.0
1572287377904906242,JAJAJAJAJAJAJA no esperaba menos,0.7022202610969543,1.0
1572501739043168256,"Putas y boomers, callad que va a hablar el capo.",0.7025088667869568,1.0
1572470277359153152,No m la bancooooo,0.6937075257301331,1.0
1572373303159042048,"Jajajaj a ti, ¿qué te motiva a Crear Un México Mejor?",0.6949477195739746,1.0
1572260903726333954,Cardenales De Nuevo Len - Mi Cómplice,0.6915770769119263,1.0
1572584798060974083,Suscribo,0.6927659511566162,1.0
1572466774133669889,Ke pasomcon el tw de Chuncgosex  ?,0.6943766474723816,1.0
1572400211607035904,christina aguilera,0.6927026510238647,1.0
1572293520500862978,#salarioRosavapormas avanzando poco a poco,0.7062283158302307,1.0
1572581892087750656,Buen día,0.8059868812561035,1.0
1572348694481235970,yo tengo que aguantar que una GRASA GRONCHA te abrace y vos no podes aguantar que yo t diga q un pibe es fachero??? el rey d maricones sos,0.7919237613677979,1.0
1572593178544427013,.....,0.7904247641563416,0.0
1572511574124032001,Cuéntale lo que es la homofobia a un gay.,0.7941145896911621,1.0
1572392044911562752,Realmente bellos,0.7999010682106018,1.0
1572343207811244032,Como consigo amistades en Twitter?,0.7964260578155518,1.0
1572312264509890560,"Casa en renta en momoxpan, fracc xelhua en 6,500 pesos llama  2221351957 para más información #Puebla #renta #casa #momoxpan",0.7982653975486755,1.0
1572409420965085184,Buenas noches,0.8099515438079834,1.0
1572598990582972417,Éxito Rebeca,0.8006436824798584,1.0
1572384874413056000,como sigo con mi vida con esta información?,0.7950482964515686,1.0
1572444603479130112,tiren un 24hrs mejor q   y les creo,0.9075148701667786,1.0
1572441441044992002,pq me gustas disculpa?,0.8996180295944214,1.0
1572459412866105344,Un bolo de fresa,0.9019444584846495,1.0
1572383719633350657,bueno pero deci el nombre piba dale la inicial el color de pelo algo viste — SII girls just wanna have fun (chusmear amoríos ajenos),0.8986825942993164,0.5
1572361778864037888,mi familia llevando la cuenta de los trastornos mentales que tienen que normalizar por cojones por mi culpa,0.9040516018867492,1.0
1572578332503580674,Que bueno,0.9033189415931702,1.0
1572573917767938048,Es mas sublime echarle bronca a Biden y esconder los testiculos en la casa blanca.,0.9096988439559937,1.0
1572387407961681920,Boku No Pico,0.90658038854599,1.0
1572337529197559812,Alguien que me devuelva al colon de dominguez antes de que me suicide,0.8980952501296997,1.0
1572461610299699200,Mientras atropella los derechos de los salvadoreños?,0.9033229947090148,1.0
1572249795540160512,Eugenio Derbez protagonizará comedia basada en ‘Drácula’ de los años 30 para ViX+,0.9518024921417236,1.0
1572427297927438337,Que descanses Astro y feliz primavera ⚘⚘,0.9489448070526124,1.0
1572345007381815296,El capi?,0.9427191019058228,1.0
1572574825008484352,La columna de  // Recuperar el Poder Legislativo           Vía.,0.9446425437927246,1.0
1572339719006212096,Pues a ver si así lo entiendes.,0.9454500675201416,1.0
1572298750894161921,extraño telas,0.9567173719406128,1.0
1572387794903011330,Sentada aquí en mi alma,0.9407202005386353,1.0
1572370283578757120,Estuviste a nada de que me descargue la bronca que tengo con vos bobo,0.9536624550819396,1.0
1572286643905896448,A mi hasta me salieron reels O.o,0.9553364515304564,1.0
1572490143587782657,reee hermosa sales en esa foto,0.9468463063240052,1.0
1572541262884130816,el producto en cuestión es este,0.9996993541717528,1.0
1572467815747309569,fyq a primera estoy feliz,0.997930347919464,1.0
1572268383508234241,que dice la caraconejo,0.994516909122467,1.0
1572273085629501440,Ni de utilero tiene chanza en la verde amarela…no se crean los cuentos de comentarista barato,0.9964836239814758,1.0
1572550073904660480,"— Eh... Si. Tuvimos una pequeña reyerta.  Esquiva, Quirce, esquiva.  — Estuve intentando encontrarla, pero me fue imposible. Para contactar conmigo... supongo que en la casa de los Cuervos. Es donde resido actualmente.",0.9992693066596984,1.0
1572525455122796551,"Y le aseguro que el dichoso informe debe estar basado en recortes del ""nacional"" y todos esos medios que ellos mismos manejan... Cobran y se dan el vuelto entre ellos mismos",0.9998190999031068,1.0
1572585139280158723,Para seguir guitarreando un año más,0.9996331930160522,1.0
1572276769394200577,"En la biblia encontramos la clave para permanecer, aprender y enseñar a otros, ser corregidos, ser consolados y vivir conforme la voluntad perfecta de Dios.  ¡Todos los días alimenta tu espíritu con la palabra de Dios!  #Mensajesquetrastornanelmundo #ShockRadio #ShockFM",0.9934658408164978,1.0
1572496289090371584,Es un niño,0.9998623132705688,1.0
1572308916641341440,"Tuny , el problema no son las obras aprobadas sino a quien se las daban  , los adelantos de los certificados y la terminación de la obra habiendo cobrado.",0.9997311234474182,1.0
